20.00 0.37 -0.77
19.30 0.15 -1.34
18.78 2.85 -0.37
16.31 2.31 1.05
20.10 1.58 -0.06
19.70 2.20 0.61
20.73 1.05 0.21
19.43 0.68 -0.07
20.80 -0.75 0.30
21.07 3.20 0.08
16.09 4.69 -0.56
16.67 1.60 0.47
20.02 -2.07 1.27
22.42 0.16 0.69
20.48 2.46 -1.12
20.34 1.86 0.38
22.92 5.82 -0.85
23.72 1.97 -1.60
20.96 6.12 -0.02
22.68 4.25 -0.91
22.52 0.74 -1.69
22.37 -0.25 -2.59
15.61 -3.07 -1.75
18.21 -1.34 -0.42
21.74 0.62 0.25
20.25 1.03 -0.03
20.14 1.46 -0.24
20.97 -0.24 -0.64
20.83 -1.22 -1.53
13.01 -1.14 -1.13
20.34 1.05 0.41
20.06 1.58 -0.08
17.90 0.51 -0.14
22.01 1.21 -0.96
21.83 4.03 -1.44
21.34 3.70 -0.87
24.58 1.88 0.07
23.23 1.85 -0.63
21.34 -0.24 -0.81
21.73 0.47 -0.52
21.50 2.04 -1.81
20.52 -3.11 -2.35
20.62 0.65 -2.45
16.46 0.32 -0.58
17.53 -0.27 -1.11
17.41 -0.86 -0.72
20.35 1.40 -1.81
16.24 1.46 -1.98
16.23 -1.24 -1.23
18.00 -1.73 -0.12
15.66 1.90 -0.07
17.14 1.50 -0.42
18.76 0.83 -0.21
19.59 1.46 -1.70
16.70 -1.84 -1.58
16.00 -1.37 -0.80
14.90 -0.87 -0.62
14.47 0.54 0.10
20.52 3.65 0.34
17.53 0.97 1.31
19.71 0.31 0.33
16.89 -2.69 0.48
17.94 -3.07 1.00
17.20 -1.91 -0.58
19.13 -1.19 -1.37
20.02 -3.01 -1.17
19.14 -1.43 -0.88
18.95 -1.08 -1.54
14.88 -2.35 -0.39
19.18 -1.80 0.22
14.79 -2.44 0.55
12.84 0.48 1.55
14.51 -2.25 1.65
20.64 -2.63 -0.47
22.37 -1.91 -2.27
18.40 -0.14 -1.69
18.63 -2.56 -1.62
14.78 -3.62 2.30
17.17 -4.09 0.17
18.36 -1.50 -0.70
17.36 -0.30 -0.92
19.64 -0.74 -1.58
17.94 -4.50 -1.39
17.31 -2.24 -0.51
20.08 -1.43 -0.13
18.38 -1.86 -0.22
22.18 -2.25 0.27
19.76 -0.65 -0.39
21.05 -0.33 -1.21
17.34 2.57 -3.28
15.38 2.37 -1.61
17.76 -0.20 0.45
16.04 -1.14 -0.17
17.68 1.15 0.29
17.75 1.67 -0.17
18.39 1.32 -1.17
20.25 0.56 -1.38
16.88 1.79 -1.43
16.86 -1.42 -0.80
13.44 -2.03 -0.36
16.69 1.18 -1.01
14.47 -0.33 -0.71
16.34 -0.67 0.14
15.24 -0.77 1.07
17.35 0.18 0.68
17.01 -1.44 0.00
17.09 -1.43 0.32
15.73 2.45 -0.09
11.66 0.11 1.03
14.93 2.37 2.49
16.19 1.65 1.34
16.77 3.13 1.08
18.83 2.87 -0.69
19.26 2.09 -2.77
17.10 1.67 -3.96
20.29 0.20 -1.67
20.71 -0.73 -1.35
21.58 0.20 -0.93
22.43 0.48 -1.26
19.31 2.69 -0.95
17.93 3.57 -2.19
20.23 0.81 -2.67
18.27 2.03 -2.26
21.56 0.34 -1.73
19.69 0.26 -2.06
19.15 1.02 -1.76
13.77 -0.49 -0.26
14.80 4.40 2.14
18.31 4.26 -0.67
17.08 1.17 0.10
22.41 3.10 0.11
20.76 1.08 -2.15
19.09 -0.17 -1.57
20.46 -1.24 -1.97
14.79 -3.45 -1.02
19.57 -0.77 -0.56
19.38 0.34 -1.79
20.02 1.86 -1.30
18.99 3.39 -1.58
20.32 -1.33 -2.09
19.43 -2.31 -2.49
18.87 -0.77 -1.27
14.74 -1.42 0.29
17.67 -0.93 1.92
15.32 -1.57 -0.43
14.31 -1.79 -0.92
14.04 -1.83 0.55
12.95 -2.52 0.63
17.78 2.50 0.45
19.76 -2.17 -0.03
17.19 -1.22 -0.06
20.48 3.27 -0.73
20.79 3.20 -1.31
19.85 5.76 -2.29
13.45 3.10 0.58
14.67 -0.46 0.94
19.75 3.80 -0.15
23.16 1.27 -1.21
