22.36 13.61 -4.14 1.29
22.40 16.42 -2.33 -1.99
22.44 11.88 -0.16 -0.61
22.48 6.89 -0.40 0.28
22.52 13.64 -1.60 1.41
22.56 13.93 0.79 0.44
22.60 13.07 0.39 0.39
22.64 13.62 -0.08 0.33
22.68 14.39 -2.47 -0.20
22.72 12.92 -1.07 -1.30
22.76 10.54 -1.73 -0.74
22.80 13.56 1.14 0.45
22.84 16.09 -2.46 -0.68
22.88 12.05 1.10 -0.35
22.92 17.59 -0.42 1.07
22.96 20.81 2.93 -1.27
23.00 20.29 -0.32 -1.68
23.04 18.90 1.22 -0.60
23.08 17.22 -1.08 -0.41
23.12 17.32 1.99 -0.94
23.16 20.05 -2.28 -2.10
23.20 20.45 -1.81 -2.76
23.24 21.56 -4.47 -0.76
23.28 21.73 -0.20 -2.10
23.32 12.92 6.63 1.52
23.36 17.28 -3.48 0.22
23.40 20.84 -0.76 0.45
23.44 17.76 -0.63 -0.94
23.48 18.53 1.47 1.23
23.52 20.36 -7.03 0.34
23.56 10.26 -12.93 1.19
23.60 16.49 -1.78 1.15
23.64 18.01 -0.36 0.31
23.68 18.09 0.81 -1.17
23.72 12.99 0.17 0.15
23.76 21.69 1.85 -1.80
23.80 19.01 1.90 -0.27
23.84 21.62 -1.74 -0.59
23.88 15.12 0.56 -0.81
23.92 21.34 2.02 0.34
23.96 18.53 -0.77 0.10
24.00 18.64 -0.86 0.68
24.04 21.92 -1.51 1.44
24.08 22.05 -2.65 -0.03
24.12 21.39 1.10 0.62
24.16 23.59 0.14 -0.49
24.20 22.42 0.84 -1.72
24.24 20.06 1.45 -1.44
24.28 20.31 2.33 -1.69
24.32 16.78 2.63 -1.08
24.36 19.78 1.83 -0.06
24.40 18.58 -0.06 -0.92
24.44 15.47 2.24 -0.41
24.48 18.82 0.80 -0.33
24.52 20.27 1.85 1.03
24.56 19.99 0.76 0.75
24.60 19.56 0.29 -0.05
24.64 15.90 -1.02 0.52
24.68 19.04 2.44 0.29
24.72 20.16 1.51 -0.23
24.76 20.10 1.09 -0.26
24.80 18.27 0.77 0.60
24.84 17.83 -0.97 0.70
24.88 19.00 -0.10 0.26
24.92 18.16 -1.69 0.03
24.96 17.12 -0.93 -0.45
25.00 14.94 -3.93 -0.68
25.04 11.91 -3.44 0.08
25.08 15.74 1.32 0.89
25.12 17.30 0.96 0.55
25.16 15.66 2.12 -0.25
25.20 15.07 -2.71 0.01
25.24 15.80 -1.76 -0.16
25.28 20.50 -3.13 -1.15
25.32 17.74 -0.64 -1.29
25.36 17.00 -2.36 -0.37
25.40 17.78 -3.68 -1.10
25.44 3.60 -4.18 -0.36
