Desktop_Software_Build_Version,2.0
#;Jahr;Monat;Tag;Stunde;Minute;Sekunde;VelX;VelY;VelZ;SNR1;SNR2;SNR3;AccX;AccY;AccZ;Temp
();();();();();();();(m/s);(m/s);(m/s);(dB);(dB);(dB);(cnts);(cnts);(cnts);(° C)
02;2025;09;29;16;24;39;0,128;0,002;0,218;36,711;36,488;38,098;-21,101;493,821;15897,71;10,072
02;2025;09;29;16;24;39;0,673;-0,054;0;36,088;38,034;38,436;4,797;555,435;15726,6;10,072
02;2025;09;29;16;24;40;0,144;-0,139;0,183;39,091;36,709;38,504;-136,631;658,133;15846,67;10,072
02;2025;09;29;16;24;40;0,602;-0,037;0,078;38,291;37,482;39,633;-102,941;545,405;15824,71;10,072
02;2025;09;29;16;24;41;0,588;-0,035;-0,317;37,045;37,46;38,03;-81,233;709,322;15786,37;10,072
02;2025;09;29;16;24;41;0,486;-0,03;-0,242;36,288;38,012;37,623;-94,331;585,368;15804;10,072
02;2025;09;29;16;24;42;0,439;-0,076;0,046;37,846;36,488;38,346;-98,667;489,019;15781,14;10,072
02;2025;09;29;16;24;42;0,275;-0,036;-0,118;37,445;36,775;38,436;4,819;554,971;15700,61;10,072
02;2025;09;29;16;24;43;0,129;-0,109;-0,413;38,736;38,498;39,633;-58,757;459,955;15740,54;10,072
02;2025;09;29;16;24;43;0,265;-0,071;0,035;38,246;37,283;37,781;-87,519;505,32;15791,43;10,072
02;2025;09;29;16;24;44;0,555;-0,057;-0,103;37,668;38,564;39,882;-159,836;471,97;15843,11;10,072
02;2025;09;29;16;24;44;0,35;-0,029;-0,159;38,847;37,725;39,453;102,37;740,688;15709,38;10,072
02;2025;09;29;16;21;55;0,517;0,066;-0,223;38,38;36,952;37,917;-211,235;437,745;15820,82;10,104
02;2025;09;29;16;21;55;0,518;-0,085;-0,137;38,335;37,46;40,446;-65,641;737,157;15841,32;10,1
02;2025;09;29;16;21;56;0,584;-0,09;-0,108;38,936;38,277;41,033;-11,124;536,026;15807,81;10,104
02;2025;09;29;16;21;56;0,613;-0,043;-0,227;39,092;38,255;41,846;6,254;513,217;15825,37;10,11
02;2025;09;29;16;21;57;0,642;0,029;0,068;39,692;38,939;42,027;13,269;557,748;15823,44;10,104
02;2025;09;29;16;21;57;0,594;-0,003;0,018;38,825;37,283;40,627;-60,979;547,126;15838,71;10,105
02;2025;09;29;16;21;58;0,518;0,022;0,016;38,736;38,895;40,198;35,383;448,841;15829,98;10,11
02;2025;09;29;16;21;58;0,318;-0,083;-0,125;38,357;39,138;41,485;20,946;607,846;15827,7;10,105
02;2025;09;29;16;21;59;0,582;-0,073;-0,382;39,87;38,188;41,282;-3,916;525,785;15860,58;10,11
02;2025;09;29;16;21;59;0,544;-0,02;-0,092;39,581;38,188;39,588;-11,777;570,79;15834,33;10,11
02;2025;09;29;16;22;00;0,199;-0,106;0,105;38,135;37,747;40,988;-13,181;529,38;15823,93;10,11
