St;Uhr;GPSLat;GPSLon;Loc;LocY;FinalD;IceD;WsIceD;WsSlushD;%Tiefe;MeasD;Npts;Spike;VelX;VelY;VelZ;Winkel;VxErr;VyErr;VzErr;SNR1;SNR2;SNR3;Bnd;Temp;Neigung;KorrFakt;MeanV;Fläche;Durchfluss;%Q
(#);();(deg N);(deg E);(m);(m);(m);(m);(m);(m);();(m);(#);(#);(m/s);(m/s);(m/s);(deg);(m/s);(m/s);(m/s);(dB);(dB);(dB);();(° C);(deg);();(m/s);(m²);(m³/s);(%)
017;11:58:14;47,54069N;011,35346E;8,5;NaN;0,4;NaN;NaN;NaN;0,8;0,32;60;1;0,813;-0,108;0,049;-7,583;0,032;0,018;0,048;24,807;24,609;27,193;Best;9,257;5,123;1,00;NaN;NaN;NaN;NaN
018;12:03:37;47,54068N;011,35351E;9;NaN;0,325;NaN;NaN;NaN;0,2;0,065;60;0;1,296;-0,362;-1,162;-15,613;0,187;0,052;0,38;24,289;2,904;8,464;Best;9,284;4,827;1,00;1,033;0,163;0,168;3,154
018;12:02:35;47,54068N;011,35351E;9;NaN;0,325;NaN;NaN;NaN;0,6;0,195;60;1;1,273;-0,318;-0,016;-14,042;0,029;0,013;0,041;25,24;24,597;27,085;Best;9,284;3,795;1,00;NaN;NaN;NaN;NaN
018;12:01:24;47,54068N;011,35351E;9;NaN;0,325;NaN;NaN;NaN;0,8;0,26;60;1;0,29;0,009;0,004;1,867;0,037;0,015;0,055;24,733;24,753;27,121;Best;9,281;5,327;1,00;NaN;NaN;NaN;NaN
019;12:08:11;47,54069N;011,35350E;9,5;NaN;0,351;NaN;NaN;NaN;0,2;0,07;60;1;1,205;0,012;-0,589;0,579;0,018;0,014;0,355;25,202;24,778;1,145;Best;9,284;5,646;1,00;0,776;0,176;0,136;2,56
019;12:07:17;47,54069N;011,35350E;9,5;NaN;0,351;NaN;NaN;NaN;0,6;0,211;60;1;0,611;-0,039;0,097;-3,659;0,035;0,016;0,047;24,157;24,367;26,407;Best;9,284;3,744;1,00;NaN;NaN;NaN;NaN
019;12:06:28;47,54069N;011,35350E;9,5;NaN;0,351;NaN;NaN;NaN;0,8;0,281;60;0;0,678;-0,265;0,031;-21,331;0,025;0,016;0,039;24,212;23,53;26,523;Best;9,284;4,714;1,00;NaN;NaN;NaN;NaN
020;12:11:18;47,54075N;011,35346E;10;NaN;0,351;NaN;NaN;NaN;0,2;0,07;60;3;1,067;-0,07;-0,075;-3,765;0,021;0,008;0,024;24,58;24,588;26,298;Best;9,284;4,794;1,00;0,726;0,176;0,127;2,395
020;12:10:28;47,54075N;011,35346E;10;NaN;0,351;NaN;NaN;NaN;0,6;0,211;60;2;0,836;-0,032;-0,043;-2,164;0,02;0,007;0,027;23,825;23,818;25,684;Best;9,284;5,246;1,00;NaN;NaN;NaN;NaN
020;12:09:28;47,54075N;011,35346E;10;NaN;0,351;NaN;NaN;NaN;0,8;0,281;60;2;0,166;-0,068;0,06;-22,37;0,027;0,016;0,039;29,267;28,259;31;Best;9,284;5,179;1,00;NaN;NaN;NaN;NaN
021;12:12:39;47,54069N;011,35350E;10,5;NaN;0,261;NaN;NaN;NaN;0,6;0,157;60;1;0,757;0,029;-0,041;2,191;0,021;0,008;0,03;24,731;24,109;26,185;Best;9,284;4,116;1,00;0,757;0,131;0,099;1,856
022;12:14:06;47,54077N;011,35352E;11;NaN;0,235;NaN;NaN;NaN;0,6;0,141;60;2;0,594;-0,148;-0,041;-13,971;0,014;0,009;0,025;24,769;24,309;26,247;Best;9,284;4,365;1,00;0,594;0,118;0,07;1,311
023;12:15:35;47,54070N;011,35349E;11,5;NaN;0,187;NaN;NaN;NaN;0,6;0,112;60;0;0,454;-0,009;-0,08;-1,149;0,015;0,007;0,02;26,057;26,246;28,271;Best;9,284;3,299;1,00;0,454;0,094;0,042;0,797
024;12:16:48;47,54072N;011,35349E;12;NaN;0,166;NaN;NaN;NaN;0,6;0,1;60;2;0,233;-0,041;-0,056;-9,953;0,014;0,006;0,024;25,716;24,966;27,433;Best;9,299;4,208;1,00;0,233;0,083;0,019;0,363
025;12:18:06;47,54073N;011,35349E;12,5;NaN;0,15;NaN;NaN;NaN;0,6;0,09;60;3;0,344;0,015;-0,003;2,532;0,007;0,003;0,009;24,632;24;26,783;Best;9,32;3,952;1,00;0,344;0,075;0,026;0,484
026;12:19:15;47,54075N;011,35349E;13;NaN;0,118;NaN;NaN;NaN;0,6;0,071;60;7;0,017;0,004;0,016;11,864;0,005;0,001;0,005;33,855;30,243;37,163;Best;9,322;3,942;1,00;0,017;0,124;0,002;0,041
027;12:20:00;NaN;NaN;14,6;NaN;0;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Undefined;NaN;NaN;NaN;0,017;0;0;0
